dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
30/01/2020,30,1,2020,4,0,Japan,JP,JPN,126860299,Asia,0.00788269
29/01/2020,29,1,2020,3,0,Japan,JP,JPN,126860299,Asia,0.00472961
28/01/2020,28,1,2020,1,0,Japan,JP,JPN,126860299,Asia,0.00315307
27/01/2020,27,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00236481
26/01/2020,26,1,2020,1,0,Japan,JP,JPN,126860299,Asia,0.00236481
25/01/2020,25,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00157654
24/01/2020,24,1,2020,1,0,Japan,JP,JPN,126860299,Asia,0.00157654
23/01/2020,23,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
22/01/2020,22,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
21/01/2020,21,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
20/01/2020,20,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
19/01/2020,19,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
18/01/2020,18,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
17/01/2020,17,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
16/01/2020,16,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0.00078827
15/01/2020,15,1,2020,1,0,Japan,JP,JPN,126860299,Asia,0.00078827
14/01/2020,14,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0
13/01/2020,13,1,2020,0,0,Japan,JP,JPN,126860299,Asia,0
12/1/2020,12,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
11/1/2020,11,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
10/1/2020,10,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
9/1/2020,9,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
8/1/2020,8,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
7/1/2020,7,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
6/1/2020,6,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
5/1/2020,5,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
4/1/2020,4,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
3/1/2020,3,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
2/1/2020,2,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
1/1/2020,1,1,2020,0,0,Japan,JP,JPN,126860299,Asia,
31/10/2020,31,10,2020,770,11,Japan,JP,JPN,126860299,Asia,6.56548981
30/10/2020,30,10,2020,770,11,Japan,JP,JPN,126860299,Asia,6.45670873
29/10/2020,29,10,2020,736,3,Japan,JP,JPN,126860299,Asia,6.41808356
28/10/2020,28,10,2020,618,5,Japan,JP,JPN,126860299,Asia,6.28723096
27/10/2020,27,10,2020,424,7,Japan,JP,JPN,126860299,Asia,6.16820239
26/10/2020,26,10,2020,540,7,Japan,JP,JPN,126860299,Asia,6.09095206
25/10/2020,25,10,2020,699,5,Japan,JP,JPN,126860299,Asia,6.00818385
24/10/2020,24,10,2020,697,12,Japan,JP,JPN,126860299,Asia,5.99241848
23/10/2020,23,10,2020,614,9,Japan,JP,JPN,126860299,Asia,5.91122681
22/10/2020,22,10,2020,591,6,Japan,JP,JPN,126860299,Asia,5.91516815
21/10/2020,21,10,2020,453,3,Japan,JP,JPN,126860299,Asia,5.82530552
20/10/2020,20,10,2020,353,2,Japan,JP,JPN,126860299,Asia,5.85920107
19/10/2020,19,10,2020,471,4,Japan,JP,JPN,126860299,Asia,5.82372898
18/10/2020,18,10,2020,593,9,Japan,JP,JPN,126860299,Asia,5.76776191
17/10/2020,17,10,2020,632,11,Japan,JP,JPN,126860299,Asia,5.75042
16/10/2020,16,10,2020,721,4,Japan,JP,JPN,126860299,Asia,5.68814677
15/10/2020,15,10,2020,570,8,Japan,JP,JPN,126860299,Asia,6.06966881
14/10/2020,14,10,2020,467,4,Japan,JP,JPN,126860299,Asia,5.62035566
13/10/2020,13,10,2020,326,5,Japan,JP,JPN,126860299,Asia,5.65898083
12/10/2020,12,10,2020,435,2,Japan,JP,JPN,126860299,Asia,5.68814677
11/10/2020,11,10,2020,679,3,Japan,JP,JPN,126860299,Asia,5.69287638
10/10/2020,10,10,2020,594,8,Japan,JP,JPN,126860299,Asia,5.65819256
9/10/2020,9,10,2020,619,3,Japan,JP,JPN,126860299,Asia,5.62981489
8/10/2020,8,10,2020,477,8,Japan,JP,JPN,126860299,Asia,5.50132709
7/10/2020,7,10,2020,496,3,Japan,JP,JPN,126860299,Asia,5.34052028
6/10/2020,6,10,2020,308,3,Japan,JP,JPN,126860299,Asia,5.20966768
5/10/2020,5,10,2020,400,2,Japan,JP,JPN,126860299,Asia,5.58251877
4/10/2020,4,10,2020,571,7,Japan,JP,JPN,126860299,Asia,5.2672113
3/10/2020,3,10,2020,553,12,Japan,JP,JPN,126860299,Asia,5.27745879
2/10/2020,2,10,2020,1205,14,Japan,JP,JPN,126860299,Asia,5.29795378
1/10/2020,1,10,2020,0,0,Japan,JP,JPN,126860299,Asia,4.73040033
30/11/2020,30,11,2020,2107,13,Japan,JP,JPN,126860299,Asia,23.7134866
29/11/2020,29,11,2020,2585,32,Japan,JP,JPN,126860299,Asia,22.0526045
28/11/2020,28,11,2020,2577,23,Japan,JP,JPN,126860299,Asia,21.3502571
27/11/2020,27,11,2020,2230,29,Japan,JP,JPN,126860299,Asia,20.64712144
26/11/2020,26,11,2020,1861,21,Japan,JP,JPN,126860299,Asia,20.14026469
25/11/2020,25,11,2020,1471,12,Japan,JP,JPN,126860299,Asia,19.89905447
24/11/2020,24,11,2020,3012,9,Japan,JP,JPN,126860299,Asia,19.66415041
23/11/2020,23,11,2020,738,6,Japan,JP,JPN,126860299,Asia,17.99853869
22/11/2020,22,11,2020,2514,11,Japan,JP,JPN,126860299,Asia,18.20348855
21/11/2020,21,11,2020,2398,20,Japan,JP,JPN,126860299,Asia,17.14563198
20/11/2020,20,11,2020,2301,21,Japan,JP,JPN,126860299,Asia,16.14768384
19/11/2020,19,11,2020,2151,9,Japan,JP,JPN,126860299,Asia,15.07800325
18/11/2020,18,11,2020,1489,10,Japan,JP,JPN,126860299,Asia,14.12183334
17/11/2020,17,11,2020,2649,20,Japan,JP,JPN,126860299,Asia,13.43603959
16/11/2020,16,11,2020,0,0,Japan,JP,JPN,126860299,Asia,11.71682561
15/11/2020,15,11,2020,1694,3,Japan,JP,JPN,126860299,Asia,12.24260082
14/11/2020,14,11,2020,1685,13,Japan,JP,JPN,126860299,Asia,11.50162826
13/11/2020,13,11,2020,1587,16,Japan,JP,JPN,126860299,Asia,10.78036242
12/11/2020,12,11,2020,1555,10,Japan,JP,JPN,126860299,Asia,10.13634691
11/11/2020,11,11,2020,1173,12,Japan,JP,JPN,126860299,Asia,9.49075487
10/11/2020,10,11,2020,899,11,Japan,JP,JPN,126860299,Asia,9.05326575
9/11/2020,9,11,2020,998,6,Japan,JP,JPN,126860299,Asia,8.67883813
8/11/2020,8,11,2020,1172,3,Japan,JP,JPN,126860299,Asia,8.31781107
7/11/2020,7,11,2020,1132,3,Japan,JP,JPN,126860299,Asia,7.94495999
6/11/2020,6,11,2020,944,12,Japan,JP,JPN,126860299,Asia,7.60206312
5/11/2020,5,11,2020,938,8,Japan,JP,JPN,126860299,Asia,7.34193445
4/11/2020,4,11,2020,619,6,Japan,JP,JPN,126860299,Asia,7.06840522
3/11/2020,3,11,2020,468,6,Japan,JP,JPN,126860299,Asia,6.93755262
2/11/2020,2,11,2020,667,8,Japan,JP,JPN,126860299,Asia,6.84690172
1/11/2020,1,11,2020,754,11,Japan,JP,JPN,126860299,Asia,6.69240106
14/12/2020,14,12,2020,2366,23,Japan,JP,JPN,126860299,Asia,25.92852158
13/12/2020,13,12,2020,2988,28,Japan,JP,JPN,126860299,Asia,25.72435999
12/12/2020,12,12,2020,2757,32,Japan,JP,JPN,126860299,Asia,25.40668771
11/12/2020,11,12,2020,2969,37,Japan,JP,JPN,126860299,Asia,25.26479935
10/12/2020,10,12,2020,2733,45,Japan,JP,JPN,126860299,Asia,24.6822688
9/12/2020,9,12,2020,1911,38,Japan,JP,JPN,126860299,Asia,23.99489851
8/12/2020,8,12,2020,1862,47,Japan,JP,JPN,126860299,Asia,23.6480603
7/12/2020,7,12,2020,1969,20,Japan,JP,JPN,126860299,Asia,24.55456927
6/12/2020,6,12,2020,2424,32,Japan,JP,JPN,126860299,Asia,23.58421053
5/12/2020,5,12,2020,2442,43,Japan,JP,JPN,126860299,Asia,23.65515471
4/12/2020,4,12,2020,2405,27,Japan,JP,JPN,126860299,Asia,23.62047089
3/12/2020,3,12,2020,2441,41,Japan,JP,JPN,126860299,Asia,23.53849095
2/12/2020,2,12,2020,1692,33,Japan,JP,JPN,126860299,Asia,23.30989303
1/12/2020,1,12,2020,1934,20,Japan,JP,JPN,126860299,Asia,23.14987449
31/12/2019,31,12,2019,0,0,Japan,JP,JPN,126860299,Asia,
31/07/2020,31,7,2020,11046,315,South_Africa,ZA,ZAF,58558267,Africa,269.7279276
30/07/2020,30,7,2020,11362,240,South_Africa,ZA,ZAF,58558267,Africa,273.3584995
29/07/2020,29,7,2020,7232,190,South_Africa,ZA,ZAF,58558267,Africa,275.7407421
28/07/2020,28,7,2020,7096,298,South_Africa,ZA,ZAF,58558267,Africa,281.3146776
27/07/2020,27,7,2020,11233,114,South_Africa,ZA,ZAF,58558267,Africa,288.9276078
26/07/2020,26,7,2020,12204,312,South_Africa,ZA,ZAF,58558267,Africa,290.336461
25/07/2020,25,7,2020,13944,250,South_Africa,ZA,ZAF,58558267,Africa,292.5445181
24/07/2020,24,7,2020,13104,153,South_Africa,ZA,ZAF,58558267,Africa,289.8190276
23/07/2020,23,7,2020,13150,572,South_Africa,ZA,ZAF,58558267,Africa,290.7924171
22/07/2020,22,7,2020,8170,195,South_Africa,ZA,ZAF,58558267,Africa,283.3809956
21/07/2020,21,7,2020,9300,140,South_Africa,ZA,ZAF,58558267,Africa,286.7349199
20/07/2020,20,7,2020,13449,85,South_Africa,ZA,ZAF,58558267,Africa,286.1730864
19/07/2020,19,7,2020,13285,144,South_Africa,ZA,ZAF,58558267,Africa,278.1878774
18/07/2020,18,7,2020,13373,135,South_Africa,ZA,ZAF,58558267,Africa,274.034749
17/07/2020,17,7,2020,13172,216,South_Africa,ZA,ZAF,58558267,Africa,266.6745585
16/07/2020,16,7,2020,12757,107,South_Africa,ZA,ZAF,58558267,Africa,259.0855361
15/07/2020,15,7,2020,10496,174,South_Africa,ZA,ZAF,58558267,Africa,251.1737583
14/07/2020,14,7,2020,11554,93,South_Africa,ZA,ZAF,58558267,Africa,245.1097127
13/07/2020,13,7,2020,12058,108,South_Africa,ZA,ZAF,58558267,Africa,235.8471435
12/7/2020,12,7,2020,13497,111,South_Africa,ZA,ZAF,58558267,Africa,226.0722641
11/7/2020,11,7,2020,12348,140,South_Africa,ZA,ZAF,58558267,Africa,215.3359491
10/7/2020,10,7,2020,13674,118,South_Africa,ZA,ZAF,58558267,Africa,204.86262
9/7/2020,9,7,2020,8810,100,South_Africa,ZA,ZAF,58558267,Africa,192.7464828
8/7/2020,8,7,2020,10134,192,South_Africa,ZA,ZAF,58558267,Africa,187.4150408
7/7/2020,7,7,2020,8971,111,South_Africa,ZA,ZAF,58558267,Africa,177.8245931
6/7/2020,6,7,2020,8773,173,South_Africa,ZA,ZAF,58558267,Africa,169.8274302
5/7/2020,5,7,2020,10853,74,South_Africa,ZA,ZAF,58558267,Africa,162.7370564
4/7/2020,4,7,2020,9063,108,South_Africa,ZA,ZAF,58558267,Africa,152.6838217
3/7/2020,3,7,2020,8728,95,South_Africa,ZA,ZAF,58558267,Africa,143.7388849
2/7/2020,2,7,2020,8124,92,South_Africa,ZA,ZAF,58558267,Africa,134.7734556
1/7/2020,1,7,2020,6945,128,South_Africa,ZA,ZAF,58558267,Africa,127.8640982
31/08/2020,31,8,2020,2505,47,South_Africa,ZA,ZAF,58558267,Africa,64.39910525
30/08/2020,30,8,2020,2428,238,South_Africa,ZA,ZAF,58558267,Africa,66.42614612
29/08/2020,29,8,2020,1837,115,South_Africa,ZA,ZAF,58558267,Africa,69.9867023
28/08/2020,28,8,2020,2585,126,South_Africa,ZA,ZAF,58558267,Africa,77.5654785
27/08/2020,27,8,2020,2684,194,South_Africa,ZA,ZAF,58558267,Africa,79.8896593
26/08/2020,26,8,2020,1567,149,South_Africa,ZA,ZAF,58558267,Africa,80.10482961
25/08/2020,25,8,2020,1677,100,South_Africa,ZA,ZAF,58558267,Africa,81.71689917
24/08/2020,24,8,2020,2728,72,South_Africa,ZA,ZAF,58558267,Africa,85.23988594
23/08/2020,23,8,2020,3707,144,South_Africa,ZA,ZAF,58558267,Africa,91.97164254
22/08/2020,22,8,2020,3398,225,South_Africa,ZA,ZAF,58558267,Africa,98.81098428
21/08/2020,21,8,2020,3880,195,South_Africa,ZA,ZAF,58558267,Africa,105.4607712
20/08/2020,20,8,2020,3916,159,South_Africa,ZA,ZAF,58558267,Africa,113.0207627
19/08/2020,19,8,2020,2258,282,South_Africa,ZA,ZAF,58558267,Africa,120.9496176
18/08/2020,18,8,2020,2541,143,South_Africa,ZA,ZAF,58558267,Africa,124.703144
17/08/2020,17,8,2020,3692,162,South_Africa,ZA,ZAF,58558267,Africa,129.5461835
16/08/2020,16,8,2020,4513,121,South_Africa,ZA,ZAF,58558267,Africa,137.2359602
15/08/2020,15,8,2020,6275,286,South_Africa,ZA,ZAF,58558267,Africa,146.7888385
14/08/2020,14,8,2020,3946,260,South_Africa,ZA,ZAF,58558267,Africa,154.8816327
13/08/2020,13,8,2020,2810,259,South_Africa,ZA,ZAF,58558267,Africa,167.0063084
12/8/2020,12,8,2020,2511,130,South_Africa,ZA,ZAF,58558267,Africa,181.6105658
11/8/2020,11,8,2020,3740,213,South_Africa,ZA,ZAF,58558267,Africa,189.6726213
10/8/2020,10,8,2020,6670,198,South_Africa,ZA,ZAF,58558267,Africa,195.4036652
9/8/2020,9,8,2020,7712,301,South_Africa,ZA,ZAF,58558267,Africa,203.195904
8/8/2020,8,8,2020,7292,305,South_Africa,ZA,ZAF,58558267,Africa,210.866896
7/8/2020,7,8,2020,8307,306,South_Africa,ZA,ZAF,58558267,Africa,222.2265218
6/8/2020,6,8,2020,8559,414,South_Africa,ZA,ZAF,58558267,Africa,230.4183626
5/8/2020,5,8,2020,4456,345,South_Africa,ZA,ZAF,58558267,Africa,238.258417
4/8/2020,4,8,2020,5377,173,South_Africa,ZA,ZAF,58558267,Africa,244.6008179
3/8/2020,3,8,2020,8195,213,South_Africa,ZA,ZAF,58558267,Africa,251.3001281
2/8/2020,2,8,2020,10107,148,South_Africa,ZA,ZAF,58558267,Africa,260.2723882
1/8/2020,1,8,2020,11014,193,South_Africa,ZA,ZAF,58558267,Africa,265.6994614
30/09/2020,30,9,2020,903,81,South_Africa,ZA,ZAF,58558267,Africa,35.94880976
29/09/2020,29,9,2020,903,188,South_Africa,ZA,ZAF,58558267,Africa,35.72510095
28/09/2020,28,9,2020,1268,22,South_Africa,ZA,ZAF,58558267,Africa,35.81560909
27/09/2020,27,9,2020,969,64,South_Africa,ZA,ZAF,58558267,Africa,36.34670404
26/09/2020,26,9,2020,1480,29,South_Africa,ZA,ZAF,58558267,Africa,37.79312663
25/09/2020,25,9,2020,1861,77,South_Africa,ZA,ZAF,58558267,Africa,38.61282302
24/09/2020,24,9,2020,1906,88,South_Africa,ZA,ZAF,58558267,Africa,38.86214734
23/09/2020,23,9,2020,1346,126,South_Africa,ZA,ZAF,58558267,Africa,39.00559421
22/09/2020,22,9,2020,725,39,South_Africa,ZA,ZAF,58558267,Africa,38.54963809
21/09/2020,21,9,2020,1555,13,South_Africa,ZA,ZAF,58558267,Africa,38.75456219
20/09/2020,20,9,2020,2029,83,South_Africa,ZA,ZAF,58558267,Africa,38.88776285
19/09/2020,19,9,2020,2055,85,South_Africa,ZA,ZAF,58558267,Africa,38.50694557
18/09/2020,18,9,2020,2128,67,South_Africa,ZA,ZAF,58558267,Africa,38.52060718
17/09/2020,17,9,2020,1923,64,South_Africa,ZA,ZAF,58558267,Africa,39.01925581
16/09/2020,16,9,2020,772,142,South_Africa,ZA,ZAF,58558267,Africa,39.72453625
15/09/2020,15,9,2020,956,52,South_Africa,ZA,ZAF,58558267,Africa,40.48617081
14/09/2020,14,9,2020,1579,20,South_Africa,ZA,ZAF,58558267,Africa,42.24339494
13/09/2020,13,9,2020,1816,49,South_Africa,ZA,ZAF,58558267,Africa,43.82472589
12/9/2020,12,9,2020,1960,113,South_Africa,ZA,ZAF,58558267,Africa,44.86983879
11/9/2020,11,9,2020,2007,97,South_Africa,ZA,ZAF,58558267,Africa,44.65979159
10/9/2020,10,9,2020,1990,82,South_Africa,ZA,ZAF,58558267,Africa,45.64684266
9/9/2020,9,9,2020,1079,82,South_Africa,ZA,ZAF,58558267,Africa,46.83198702
8/9/2020,8,9,2020,845,115,South_Africa,ZA,ZAF,58558267,Africa,47.66534501
7/9/2020,7,9,2020,1633,110,South_Africa,ZA,ZAF,58558267,Africa,49.08615209
6/9/2020,6,9,2020,1806,101,South_Africa,ZA,ZAF,58558267,Africa,50.95608448
5/9/2020,5,9,2020,2063,115,South_Africa,ZA,ZAF,58558267,Africa,54.20242372
4/9/2020,4,9,2020,2420,174,South_Africa,ZA,ZAF,58558267,Africa,56.4822043
3/9/2020,3,9,2020,2336,126,South_Africa,ZA,ZAF,58558267,Africa,58.97544748
2/9/2020,2,9,2020,1218,114,South_Africa,ZA,ZAF,58558267,Africa,61.67361476
1/9/2020,1,9,2020,1985,121,South_Africa,ZA,ZAF,58558267,Africa,63.4496236
31/10/2020,31,10,2020,1912,66,South_Africa,ZA,ZAF,58558267,Africa,40.09510732
30/10/2020,30,10,2020,2056,53,South_Africa,ZA,ZAF,58558267,Africa,40.27783131
29/10/2020,29,10,2020,1863,58,South_Africa,ZA,ZAF,58558267,Africa,39.78942888
28/10/2020,28,10,2020,1092,45,South_Africa,ZA,ZAF,58558267,Africa,39.81333669
27/10/2020,27,10,2020,891,40,South_Africa,ZA,ZAF,58558267,Africa,41.47663728
26/10/2020,26,10,2020,1622,24,South_Africa,ZA,ZAF,58558267,Africa,39.95507586
25/10/2020,25,10,2020,1834,53,South_Africa,ZA,ZAF,58558267,Africa,39.87481392
24/10/2020,24,10,2020,1897,48,South_Africa,ZA,ZAF,58558267,Africa,40.77989535
23/10/2020,23,10,2020,2156,102,South_Africa,ZA,ZAF,58558267,Africa,40.34272394
22/10/2020,22,10,2020,2055,85,South_Africa,ZA,ZAF,58558267,Africa,39.6254896
21/10/2020,21,10,2020,1050,164,South_Africa,ZA,ZAF,58558267,Africa,39.38299608
20/10/2020,20,10,2020,1461,21,South_Africa,ZA,ZAF,58558267,Africa,39.34371897
19/10/2020,19,10,2020,1662,63,South_Africa,ZA,ZAF,58558267,Africa,38.43009903
18/10/2020,18,10,2020,1928,38,South_Africa,ZA,ZAF,58558267,Africa,38.27811366
17/10/2020,17,10,2020,2019,61,South_Africa,ZA,ZAF,58558267,Africa,38.20126712
16/10/2020,16,10,2020,1770,158,South_Africa,ZA,ZAF,58558267,Africa,37.74018791
15/10/2020,15,10,2020,1877,123,South_Africa,ZA,ZAF,58558267,Africa,37.69749539
14/10/2020,14,10,2020,2066,248,South_Africa,ZA,ZAF,58558267,Africa,37.5096483
13/10/2020,13,10,2020,0,0,South_Africa,ZA,ZAF,58558267,Africa,35.52359225
12/10/2020,12,10,2020,1575,107,South_Africa,ZA,ZAF,58558267,Africa,37.06564609
11/10/2020,11,10,2020,2364,126,South_Africa,ZA,ZAF,58558267,Africa,36.54138194
10/10/2020,10,10,2020,1641,139,South_Africa,ZA,ZAF,58558267,Africa,34.15913931
9/10/2020,9,10,2020,1736,160,South_Africa,ZA,ZAF,58558267,Africa,33.88419948
8/10/2020,8,10,2020,1913,145,South_Africa,ZA,ZAF,58558267,Africa,34.09766208
7/10/2020,7,10,2020,1027,87,South_Africa,ZA,ZAF,58558267,Africa,34.08570817
6/10/2020,6,10,2020,926,40,South_Africa,ZA,ZAF,58558267,Africa,34.63046473
5/10/2020,5,10,2020,1573,38,South_Africa,ZA,ZAF,58558267,Africa,34.28721687
4/10/2020,4,10,2020,1883,29,South_Africa,ZA,ZAF,58558267,Africa,34.25647825
3/10/2020,3,10,2020,1749,43,South_Africa,ZA,ZAF,58558267,Africa,34.50580257
2/10/2020,2,10,2020,1745,132,South_Africa,ZA,ZAF,58558267,Africa,35.02835902
1/10/2020,1,10,2020,1767,67,South_Africa,ZA,ZAF,58558267,Africa,35.68240843
30/06/2020,30,6,2020,6130,73,South_Africa,ZA,ZAF,58558267,Africa,120.787386
29/06/2020,29,6,2020,6334,43,South_Africa,ZA,ZAF,58558267,Africa,116.2875944
28/06/2020,28,6,2020,7210,73,South_Africa,ZA,ZAF,58558267,Africa,112.8175463
27/06/2020,27,6,2020,6215,48,South_Africa,ZA,ZAF,58558267,Africa,107.0096559
26/06/2020,26,6,2020,6579,87,South_Africa,ZA,ZAF,58558267,Africa,102.1324624
25/06/2020,25,6,2020,5688,103,South_Africa,ZA,ZAF,58558267,Africa,96.27163318
24/06/2020,24,6,2020,4518,111,South_Africa,ZA,ZAF,58558267,Africa,90.70794394
23/06/2020,23,6,2020,4288,61,South_Africa,ZA,ZAF,58558267,Africa,86.59921579
22/06/2020,22,6,2020,4621,53,South_Africa,ZA,ZAF,58558267,Africa,83.70637061
21/06/2020,21,6,2020,4966,46,South_Africa,ZA,ZAF,58558267,Africa,79.76328944
20/06/2020,20,6,2020,3825,94,South_Africa,ZA,ZAF,58558267,Africa,75.61869958
19/06/2020,19,6,2020,3478,63,South_Africa,ZA,ZAF,58558267,Africa,73.59848952
18/06/2020,18,6,2020,4078,49,South_Africa,ZA,ZAF,58558267,Africa,73.23816465
17/06/2020,17,6,2020,2801,57,South_Africa,ZA,ZAF,58558267,Africa,69.19945223
16/06/2020,16,6,2020,3495,88,South_Africa,ZA,ZAF,58558267,Africa,66.90088694
15/06/2020,15,6,2020,4302,57,South_Africa,ZA,ZAF,58558267,Africa,63.79116377
14/06/2020,14,6,2020,3809,69,South_Africa,ZA,ZAF,58558267,Africa,59.37504947
13/06/2020,13,6,2020,3359,65,South_Africa,ZA,ZAF,58558267,Africa,55.81961638
12/6/2020,12,6,2020,3147,79,South_Africa,ZA,ZAF,58558267,Africa,53.22049575
11/6/2020,11,6,2020,2430,48,South_Africa,ZA,ZAF,58558267,Africa,50.34985069
10/6/2020,10,6,2020,2112,82,South_Africa,ZA,ZAF,58558267,Africa,49.05712117
9/6/2020,9,6,2020,2594,82,South_Africa,ZA,ZAF,58558267,Africa,46.55875489
8/6/2020,8,6,2020,2312,46,South_Africa,ZA,ZAF,58558267,Africa,43.89132622
7/6/2020,7,6,2020,2539,44,South_Africa,ZA,ZAF,58558267,Africa,42.06067096
6/6/2020,6,6,2020,2642,60,South_Africa,ZA,ZAF,58558267,Africa,39.80479819
5/6/2020,5,6,2020,3267,56,South_Africa,ZA,ZAF,58558267,Africa,36.98026104
4/6/2020,4,6,2020,1713,37,South_Africa,ZA,ZAF,58558267,Africa,33.33773522
3/6/2020,3,6,2020,1455,50,South_Africa,ZA,ZAF,58558267,Africa,31.78372748
2/6/2020,2,6,2020,1674,22,South_Africa,ZA,ZAF,58558267,Africa,30.60882932
1/6/2020,1,6,2020,1716,40,South_Africa,ZA,ZAF,58558267,Africa,29.31780751
31/05/2020,31,5,2020,1727,32,South_Africa,ZA,ZAF,58558267,Africa,28.36832586
30/05/2020,30,5,2020,1837,34,South_Africa,ZA,ZAF,58558267,Africa,26.83822593
29/05/2020,29,5,2020,1466,25,South_Africa,ZA,ZAF,58558267,Africa,25.04172468
28/05/2020,28,5,2020,1673,28,South_Africa,ZA,ZAF,58558267,Africa,23.67385633
27/05/2020,27,5,2020,649,43,South_Africa,ZA,ZAF,58558267,Africa,22.05324826
26/05/2020,26,5,2020,1032,52,South_Africa,ZA,ZAF,58558267,Africa,22.1369256
25/05/2020,25,5,2020,1240,22,South_Africa,ZA,ZAF,58558267,Africa,21.46238378
24/05/2020,24,5,2020,1218,10,South_Africa,ZA,ZAF,58558267,Africa,20.36091676
23/05/2020,23,5,2020,988,28,South_Africa,ZA,ZAF,58558267,Africa,19.1774801
22/05/2020,22,5,2020,1134,30,South_Africa,ZA,ZAF,58558267,Africa,18.62247734
21/05/2020,21,5,2020,803,27,South_Africa,ZA,ZAF,58558267,Africa,17.41000976
20/05/2020,20,5,2020,767,26,South_Africa,ZA,ZAF,58558267,Africa,16.4417434
19/05/2020,19,5,2020,918,22,South_Africa,ZA,ZAF,58558267,Africa,15.73304756
18/05/2020,18,5,2020,1160,3,South_Africa,ZA,ZAF,58558267,Africa,14.91164347
17/05/2020,17,5,2020,831,14,South_Africa,ZA,ZAF,58558267,Africa,13.6940528
16/05/2020,16,5,2020,785,9,South_Africa,ZA,ZAF,58558267,Africa,12.93241824
15/05/2020,15,5,2020,665,19,South_Africa,ZA,ZAF,58558267,Africa,12.11101415
14/05/2020,14,5,2020,724,13,South_Africa,ZA,ZAF,58558267,Africa,11.48258025
13/05/2020,13,5,2020,698,0,South_Africa,ZA,ZAF,58558267,Africa,10.85073095
12/5/2020,12,5,2020,637,12,South_Africa,ZA,ZAF,58558267,Africa,10.00541905
11/5/2020,11,5,2020,595,8,South_Africa,ZA,ZAF,58558267,Africa,9.33941573
10/5/2020,10,5,2020,525,8,South_Africa,ZA,ZAF,58558267,Africa,8.6392584
9/5/2020,9,5,2020,663,17,South_Africa,ZA,ZAF,58558267,Africa,7.98350129
8/5/2020,8,5,2020,424,8,South_Africa,ZA,ZAF,58558267,Africa,7.30725177
7/5/2020,7,5,2020,236,5,South_Africa,ZA,ZAF,58558267,Africa,7.12623548
6/5/2020,6,5,2020,352,10,South_Africa,ZA,ZAF,58558267,Africa,7.01352723
5/5/2020,5,5,2020,437,7,South_Africa,ZA,ZAF,58558267,Africa,6.69418718
4/5/2020,4,5,2020,447,8,South_Africa,ZA,ZAF,58558267,Africa,6.19041544
3/5/2020,3,5,2020,385,7,South_Africa,ZA,ZAF,58558267,Africa,5.63882808
2/5/2020,2,5,2020,304,13,South_Africa,ZA,ZAF,58558267,Africa,5.40999617
1/5/2020,1,5,2020,297,0,South_Africa,ZA,ZAF,58558267,Africa,5.19482586
30/04/2020,30,4,2020,354,10,South_Africa,ZA,ZAF,58558267,Africa,4.8567011
29/04/2020,29,4,2020,203,3,South_Africa,ZA,ZAF,58558267,Africa,4.40757579
28/04/2020,28,4,2020,247,3,South_Africa,ZA,ZAF,58558267,Africa,4.30511374
27/04/2020,27,4,2020,185,1,South_Africa,ZA,ZAF,58558267,Africa,4.05237402
26/04/2020,26,4,2020,141,7,South_Africa,ZA,ZAF,58558267,Africa,3.98406599
25/04/2020,25,4,2020,267,4,South_Africa,ZA,ZAF,58558267,Africa,3.7859727
24/04/2020,24,4,2020,318,10,South_Africa,ZA,ZAF,58558267,Africa,3.44784794
23/04/2020,23,4,2020,170,7,South_Africa,ZA,ZAF,58558267,Africa,3.05678445
22/04/2020,22,4,2020,165,0,South_Africa,ZA,ZAF,58558267,Africa,2.93041459
21/04/2020,21,4,2020,142,4,South_Africa,ZA,ZAF,58558267,Africa,2.75622911
20/04/2020,20,4,2020,124,2,South_Africa,ZA,ZAF,58558267,Africa,2.56667432
19/04/2020,19,4,2020,251,2,South_Africa,ZA,ZAF,58558267,Africa,2.47445847
